10.0,0.0
10.0,7.0
10.0,14.0
10.0,21.0
10.0,28.0
10.0,35.0
10.0,42.0
10.0,49.0
10.0,56.0
10.0,63.0
10.0,70.0
10.0,77.0
10.0,84.0
10.0,91.0
10.0,98.0
10.0,105.0
10.0,112.0
10.0,119.0
10.0,126.0
10.0,133.0
10.0,140.0
10.0,147.0
10.0,154.0
10.0,161.0
10.0,168.0
10.0,175.0
10.0,182.0
10.0,189.0
10.0,196.0
10.0,203.0
10.0,210.0
10.0,217.0
10.0,224.0
10.0,231.0
10.0,238.0
10.0,245.0
10.0,252.0
10.0,259.0
10.0,266.0
10.0,273.0
10.0,280.0
10.0,287.0
10.0,294.0
10.0,301.0
10.0,308.0
10.0,315.0
10.0,322.0
10.0,329.0
10.0,336.0
10.0,343.0
10.0,350.0
10.0,357.0
10.0,364.0
10.0,371.0
10.0,378.0
10.0,385.0
10.0,392.0
10.0,399.0
10.0,406.0
10.0,413.0
10.0,420.0
10.0,427.0
10.0,434.0
10.0,441.0
10.0,448.0
10.0,455.0
10.0,462.0
10.0,469.0
10.0,476.0
10.0,483.0
10.0,490.0
10.0,497.0
10.0,504.0
10.0,511.0
10.0,518.0
10.0,525.0
10.0,532.0
10.0,539.0
10.0,546.0
10.0,553.0
10.0,560.0
10.0,567.0
10.0,574.0
10.0,581.0
10.0,588.0
10.0,595.0
10.0,602.0
10.0,609.0
10.0,616.0
10.0,623.0
10.0,630.0
10.0,637.0
10.0,644.0
10.0,651.0
10.0,658.0
10.0,665.0
10.0,672.0
10.0,679.0
10.0,686.0
10.0,693.0
10.0,700.0
10.0,707.0
10.0,714.0
10.0,721.0
10.0,728.0
10.0,735.0
10.0,742.0
10.0,749.0
10.0,756.0
10.0,763.0
17.0,417.0
17.0,603.0
17.0,664.0
17.0,748.0
23.0,384.0
24.0,256.0
24.0,512.0
28.0,154.0
28.0,408.0
28.0,563.0
34.0,187.0
34.0,253.0
34.0,635.0
41.0,156.0
41.0,176.0
41.0,425.0
41.0,581.0
45.0,128.0
45.0,141.0
45.0,499.0
45.0,605.0
50.0,95.0
50.0,315.0
50.0,391.0
50.0,510.0
50.0,570.0
50.0,609.0
50.0,647.0
50.0,654.0
